Alamo Canyon,Sulphur Springs,Redondo Peak,Hummingbird,Soda Dam
1.0,0.00638943195175872,0.6087106166144712,0.0027002221243366525,1.0
0.00638943195175872,1.0,1.0,1.0,0.1911919164462515
0.6087106166144712,1.0,1.0,0.7043245523459147,1.0
0.0027002221243366525,1.0,0.7043245523459147,1.0,0.06567534961520075
1.0,0.1911919164462515,1.0,0.06567534961520075,1.0
