Alamo Canyon,Sulphur Springs,Redondo Peak,Hummingbird,Soda Dam
1.0,0.026471475749035432,0.02577681712205732,0.0003172188044676131,1.0
0.026471475749035432,1.0,1.0,0.35669578808092306,0.1978812861716011
0.02577681712205732,1.0,1.0,1.0,0.1323471241283219
0.0003172188044676131,0.35669578808092306,1.0,1.0,0.0036146818899744746
1.0,0.1978812861716011,0.1323471241283219,0.0036146818899744746,1.0
